keyword,avg_monthly_searches,n,searches_raw,month_counter,month,roll_avg
is whatnot app legit,1300,1300.0,"[  50   20   50   40   40   30   90  110  140  140   40   50   70   70
   70   40   50   70  110   90  210  170   70   90  110  110  210  170
  170  260  210  210  260  320  390  390  480  590  880 1000 1000 1300
 1600 2900 2400 1300 1600 1600]",42,2025-11-01,1100
is whatnot app legit,1300,1600.0,"[  50   20   50   40   40   30   90  110  140  140   40   50   70   70
   70   40   50   70  110   90  210  170   70   90  110  110  210  170
  170  260  210  210  260  320  390  390  480  590  880 1000 1000 1300
 1600 2900 2400 1300 1600 1600]",43,2025-12-01,1300
is whatnot app legit,1300,2900.0,"[  50   20   50   40   40   30   90  110  140  140   40   50   70   70
   70   40   50   70  110   90  210  170   70   90  110  110  210  170
  170  260  210  210  260  320  390  390  480  590  880 1000 1000 1300
 1600 2900 2400 1300 1600 1600]",44,2026-01-01,1933
is whatnot app legit,1300,2400.0,"[  50   20   50   40   40   30   90  110  140  140   40   50   70   70
   70   40   50   70  110   90  210  170   70   90  110  110  210  170
  170  260  210  210  260  320  390  390  480  590  880 1000 1000 1300
 1600 2900 2400 1300 1600 1600]",45,2026-02-01,2300
is whatnot app legit,1300,1300.0,"[  50   20   50   40   40   30   90  110  140  140   40   50   70   70
   70   40   50   70  110   90  210  170   70   90  110  110  210  170
  170  260  210  210  260  320  390  390  480  590  880 1000 1000 1300
 1600 2900 2400 1300 1600 1600]",46,2026-03-01,2200
is whatnot app legit,1300,1600.0,"[  50   20   50   40   40   30   90  110  140  140   40   50   70   70
   70   40   50   70  110   90  210  170   70   90  110  110  210  170
  170  260  210  210  260  320  390  390  480  590  880 1000 1000 1300
 1600 2900 2400 1300 1600 1600]",47,2026-04-01,1767
is whatnot app legit,1300,1600.0,"[  50   20   50   40   40   30   90  110  140  140   40   50   70   70
   70   40   50   70  110   90  210  170   70   90  110  110  210  170
  170  260  210  210  260  320  390  390  480  590  880 1000 1000 1300
 1600 2900 2400 1300 1600 1600]",48,2026-05-01,1500
is whatnot legit,14800,880.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",1,2022-06-01,880
is whatnot legit,14800,1300.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",2,2022-07-01,1090
is whatnot legit,14800,1300.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",3,2022-08-01,1160
is whatnot legit,14800,1300.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",4,2022-09-01,1300
is whatnot legit,14800,1600.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",5,2022-10-01,1400
is whatnot legit,14800,1000.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",6,2022-11-01,1300
is whatnot legit,14800,1300.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",7,2022-12-01,1300
is whatnot legit,14800,1300.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",8,2023-01-01,1200
is whatnot legit,14800,880.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",9,2023-02-01,1160
is whatnot legit,14800,1000.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",10,2023-03-01,1060
is whatnot legit,14800,880.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",11,2023-04-01,920
is whatnot legit,14800,880.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",12,2023-05-01,920
is whatnot legit,14800,1300.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",13,2023-06-01,1020
is whatnot legit,14800,1600.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",14,2023-07-01,1260
is whatnot legit,14800,1300.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",15,2023-08-01,1400
is whatnot legit,14800,1000.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",16,2023-09-01,1300
is whatnot legit,14800,1000.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",17,2023-10-01,1100
is whatnot legit,14800,1600.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",18,2023-11-01,1200
is whatnot legit,14800,1900.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",19,2023-12-01,1500
is whatnot legit,14800,1600.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",20,2024-01-01,1700
is whatnot legit,14800,1900.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",21,2024-02-01,1800
is whatnot legit,14800,1900.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",22,2024-03-01,1800
is whatnot legit,14800,1900.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",23,2024-04-01,1900
is whatnot legit,14800,2400.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",24,2024-05-01,2067
is whatnot legit,14800,2400.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",25,2024-06-01,2233
is whatnot legit,14800,2900.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",26,2024-07-01,2567
is whatnot legit,14800,2400.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",27,2024-08-01,2567
is whatnot legit,14800,2400.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",28,2024-09-01,2567
is whatnot legit,14800,2400.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",29,2024-10-01,2400
is whatnot legit,14800,2900.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",30,2024-11-01,2567
is whatnot legit,14800,3600.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",31,2024-12-01,2967
is whatnot legit,14800,4400.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",32,2025-01-01,3633
is whatnot legit,14800,5400.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",33,2025-02-01,4467
is whatnot legit,14800,8100.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",34,2025-03-01,5967
is whatnot legit,14800,8100.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",35,2025-04-01,7200
is whatnot legit,14800,8100.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",36,2025-05-01,8100
is whatnot legit,14800,9900.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",37,2025-06-01,8700
is whatnot legit,14800,12100.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",38,2025-07-01,10033
is whatnot legit,14800,12100.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",39,2025-08-01,11367
is whatnot legit,14800,12100.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",40,2025-09-01,12100
is whatnot legit,14800,14800.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",41,2025-10-01,13000
is whatnot legit,14800,12100.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",42,2025-11-01,13000
is whatnot legit,14800,14800.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",43,2025-12-01,13900
is whatnot legit,14800,18100.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",44,2026-01-01,15000
is whatnot legit,14800,14800.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",45,2026-02-01,15900
is whatnot legit,14800,18100.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",46,2026-03-01,17000
is whatnot legit,14800,22200.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",47,2026-04-01,18367
is whatnot legit,14800,22200.0,"[  880  1300  1300  1300  1600  1000  1300  1300   880  1000   880   880
  1300  1600  1300  1000  1000  1600  1900  1600  1900  1900  1900  2400
  2400  2900  2400  2400  2400  2900  3600  4400  5400  8100  8100  8100
  9900 12100 12100 12100 14800 12100 14800 18100 14800 18100 22200 22200]",48,2026-05-01,20833
